TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
1,부천,성인,일반,64,관리자,참가증,20220203,M
1,KSPO광주(출장),성인,출장,44,관리자,참가증,20220203,F
1,KSPO광주(출장),성인,출장,51,관리자,3등급,20220203,F
1,계룡,청소년,일반,18,관리자,3등급,20220203,M
3,강릉,성인,일반,60,관리자,참가증,20220203,M
1,KSPO송파,성인,일반,64,관리자,참가증,20220203,F
1,광주,노인,일반,66,관리자,참가증,20220203,M
1,춘천,성인,일반,46,관리자,참가증,20220203,F
4,안산,성인,일반,64,관리자,참가증,20220203,M
1,성남,노인,일반,65,관리자,3등급,20220203,M
1,KSPO광주(출장),성인,출장,39,관리자,참가증,20220203,M
1,강릉,성인,일반,22,관리자,참가증,20220203,F
1,동작,노인,일반,65,관리자,2등급,20220203,F
4,원주,성인,일반,58,관리자,참가증,20220203,F
2,서구(대전),성인,일반,28,관리자,2등급,20220203,M
3,세종,성인,일반,27,관리자,2등급,20220203,F
3,남구(부산),성인,일반,23,관리자,참가증,20220203,M
3,성동,성인,일반,63,관리자,참가증,20220203,M
1,부천,성인,일반,49,관리자,참가증,20220203,F
1,KSPO아산,성인,일반,20,관리자,참가증,20220203,M
1,강동,노인,일반,71,관리자,2등급,20220203,M
3,남구(울산),성인,일반,40,관리자,3등급,20220203,M
1,태백,성인,일반,61,관리자,3등급,20220203,M
2,춘천,노인,일반,75,관리자,2등급,20220203,F
2,순천,청소년,일반,18,인바디,1등급,20220203,M
2,동작,성인,일반,63,관리자,3등급,20220203,M
1,진천,성인,일반,19,관리자,참가증,20220203,M
1,강릉,성인,일반,31,관리자,3등급,20220203,M
4,서구(대전),청소년,일반,18,관리자,3등급,20220203,F
1,서구(광주),성인,일반,22,관리자,참가증,20220203,F
1,천안,성인,일반,20,관리자,2등급,20220203,M
1,강동,성인,일반,62,관리자,참가증,20220203,M
4,화성,성인,일반,60,관리자,참가증,20220203,F
6,KSPO광주,성인,일반,23,관리자,2등급,20220203,M
1,KSPO광주(출장),성인,출장,50,관리자,1등급,20220203,M
2,오산,노인,일반,80,관리자,2등급,20220203,M
2,창원마산회원,청소년,일반,18,관리자,3등급,20220203,M
2,마포,성인,일반,64,관리자,3등급,20220203,M
1,화성,성인,일반,20,관리자,3등급,20220203,M
1,안산,성인,일반,25,관리자,참가증,20220203,M
1,KSPO광주(출장),성인,출장,48,관리자,참가증,20220203,F
1,미추홀,노인,일반,66,,참가증,20220203,M
1,KSPO대구,성인,일반,51,,3등급,20220203,F
1,수원,청소년,일반,13,,3등급,20220203,M
1,연제,유소년,일반,12,,참가증,20220203,F
1,연제,성인,일반,38,,참가증,20220203,F
1,중구(서울),노인,일반,79,,참가증,20220203,M
3,수원,노인,일반,80,,3등급,20220203,M
1,미추홀,성인,일반,63,,참가증,20220203,F
1,강북,성인,일반,52,,참가증,20220203,F
2,KSPO송파,성인,일반,26,,참가증,20220203,M
1,정읍,성인,일반,19,,참가증,20220203,M
1,수원,노인,일반,67,,2등급,20220203,F
1,중구(서울),성인,일반,58,,참가증,20220203,F
6,KSPO대구,성인,일반,20,,참가증,20220203,M
2,창원,성인,일반,29,관리자,3등급,20220203,M
1,성동,성인,일반,23,관리자,2등급,20220203,M
1,충주,유소년,일반,11,관리자,2등급,20220203,M
1,충주,유소년,일반,11,관리자,참가증,20220203,M
1,북구(광주),성인,일반,51,관리자,참가증,20220203,F
1,원주,노인,일반,66,관리자,2등급,20220203,M
1,춘천,성인,일반,27,관리자,참가증,20220203,M
3,성남,노인,일반,70,관리자,2등급,20220203,F
3,김천,성인,일반,63,관리자,참가증,20220203,M
4,오산,성인,일반,20,관리자,2등급,20220203,F
1,광주,노인,일반,68,관리자,2등급,20220203,M
1,동작,성인,일반,49,관리자,참가증,20220203,F
1,부천,노인,일반,65,관리자,3등급,20220203,M
1,KSPO광주(출장),성인,출장,49,관리자,참가증,20220203,M
2,안산,노인,일반,67,관리자,2등급,20220203,F
1,마포,노인,일반,66,관리자,3등급,20220203,F
1,광주,노인,일반,69,관리자,3등급,20220203,M
6,강릉,성인,일반,36,관리자,참가증,20220203,M
2,천안,성인,일반,31,관리자,참가증,20220203,M
2,안산,노인,일반,83,관리자,2등급,20220203,M
1,순천,성인,일반,61,인바디,참가증,20220203,F
1,사천,성인,일반,26,관리자,1등급,20220203,M
4,안산,노인,일반,70,관리자,3등급,20220203,M
1,오산,성인,일반,53,관리자,참가증,20220203,F
1,마포,노인,일반,69,관리자,1등급,20220203,M
1,강동,노인,일반,75,관리자,참가증,20220203,M
1,KSPO광주(출장),성인,출장,49,관리자,참가증,20220203,F
1,청주,청소년,일반,18,관리자,참가증,20220203,M
1,KSPO송파,성인,일반,25,관리자,참가증,20220203,M
4,안산,노인,일반,75,관리자,2등급,20220203,M
2,서구(광주),성인,일반,51,관리자,참가증,20220203,F
3,부천,노인,일반,75,관리자,2등급,20220203,M
3,KSPO송파,성인,일반,54,관리자,참가증,20220203,F
1,동구(부산),노인,일반,66,,참가증,20220203,F
1,미추홀,노인,일반,80,,참가증,20220203,M
1,강북,성인,일반,53,,참가증,20220203,F
1,광주,성인,일반,61,관리자,참가증,20220203,F
1,남구(부산),성인,일반,25,관리자,참가증,20220203,F
1,KSPO광주(출장),성인,출장,47,관리자,참가증,20220203,M
2,KSPO광주(출장),성인,출장,31,관리자,3등급,20220203,M
1,강동,성인,일반,25,관리자,참가증,20220203,M
3,안산,노인,일반,68,관리자,2등급,20220203,F
1,청주,성인,일반,22,관리자,참가증,20220203,M
1,화성,성인,일반,62,관리자,2등급,20220203,M
1,KSPO광주(출장),성인,출장,47,관리자,3등급,20220203,F
1,수원,성인,일반,41,,참가증,20220203,F
2,KSPO대구,성인,일반,20,,2등급,20220203,M
1,강북,노인,일반,65,,1등급,20220203,M
1,성동,성인,일반,19,관리자,3등급,20220203,M
1,서초,성인,일반,61,관리자,2등급,20220203,F
1,광산,성인,일반,59,관리자,참가증,20220203,F
1,서초,노인,일반,68,관리자,2등급,20220203,M
1,KSPO광주(출장),성인,출장,46,관리자,참가증,20220203,F
1,화성,성인,일반,63,관리자,3등급,20220203,M
3,KSPO대구,청소년,일반,18,,3등급,20220203,M
1,중구(서울),성인,일반,22,,3등급,20220203,M
3,마포,성인,일반,62,관리자,2등급,20220203,M
3,화성,성인,일반,29,관리자,참가증,20220203,M
3,강동,성인,일반,26,관리자,2등급,20220203,M
2,사하,성인,일반,44,관리자,참가증,20220203,M
2,서구(대전),성인,일반,37,관리자,2등급,20220203,M
2,안산,성인,일반,25,관리자,참가증,20220203,M
2,계룡,성인,일반,20,관리자,참가증,20220203,M
1,KSPO송파,성인,일반,47,관리자,참가증,20220203,F
1,부천,성인,일반,42,관리자,2등급,20220203,F
1,동작,성인,일반,64,관리자,참가증,20220203,M
1,동작,성인,일반,26,관리자,3등급,20220203,F
2,광산,성인,일반,56,관리자,참가증,20220203,F
1,진천,노인,일반,68,관리자,참가증,20220203,F
1,창원,성인,일반,29,관리자,3등급,20220203,M
1,KSPO송파,노인,일반,71,관리자,2등급,20220203,M
1,광주,성인,일반,23,관리자,3등급,20220203,M
1,수원,유소년,일반,11,관리자,참가증,20220203,F
3,남구(울산),성인,일반,40,관리자,2등급,20220203,M
1,북구(광주),성인,일반,54,관리자,3등급,20220203,F
1,성남,성인,일반,56,관리자,참가증,20220203,F
1,북구(광주),성인,일반,51,관리자,3등급,20220203,F
2,오산,성인,일반,56,관리자,2등급,20220203,F
1,춘천,성인,일반,57,관리자,2등급,20220203,M
1,영동,성인,일반,20,관리자,3등급,20220203,F
2,북구(광주),성인,일반,19,관리자,3등급,20220203,M
5,청주,성인,일반,25,관리자,참가증,20220203,M
1,서구(광주),성인,일반,22,관리자,참가증,20220203,F
1,창원,청소년,일반,18,관리자,3등급,20220203,M
1,화성,노인,일반,66,관리자,3등급,20220203,M
2,남구(울산),성인,일반,34,관리자,참가증,20220203,M
1,KSPO송파,노인,일반,71,,2등급,20220203,F
1,KSPO송파,성인,일반,63,,1등급,20220203,M
1,남구(울산),성인,일반,26,관리자,3등급,20220203,M
6,스포원(금정),성인,일반,30,관리자,3등급,20220203,M
1,마포,성인,일반,60,관리자,2등급,20220203,M
5,화성,노인,일반,69,관리자,참가증,20220203,M
2,서구(광주),성인,일반,56,관리자,참가증,20220203,F
2,성동,성인,일반,25,관리자,3등급,20220203,M
6,스포원(금정),성인,일반,45,인바디,2등급,20220203,F
2,KSPO광주(출장),성인,출장,54,관리자,참가증,20220203,M
1,동작,성인,일반,50,관리자,참가증,20220203,F
1,KSPO아산,노인,일반,84,관리자,2등급,20220203,M
1,KSPO광주(출장),성인,출장,46,관리자,참가증,20220203,M
1,강릉,성인,일반,20,관리자,참가증,20220203,M
1,동구(부산),성인,일반,31,,참가증,20220203,M
1,동구(부산),성인,일반,31,,참가증,20220203,F
1,KSPO대구,성인,일반,55,,참가증,20220203,F
1,의정부,성인,일반,60,관리자,2등급,20220203,F
1,마포,노인,일반,68,관리자,참가증,20220203,M
2,오산,성인,일반,20,관리자,참가증,20220203,F
15,나주,성인,일반,38,관리자,1등급,20220203,F
3,의정부,성인,일반,23,관리자,3등급,20220203,M
2,KSPO광주(출장),성인,출장,41,관리자,참가증,20220203,M
2,마포,성인,일반,59,관리자,참가증,20220203,M
1,KSPO광주(출장),성인,출장,51,관리자,2등급,20220203,M
2,KSPO광주(출장),성인,출장,62,관리자,참가증,20220203,F
1,청주,성인,일반,21,관리자,3등급,20220203,M
2,부천,노인,일반,74,관리자,2등급,20220203,M
1,성동,성인,일반,55,관리자,1등급,20220203,F
2,성남,노인,일반,82,관리자,3등급,20220203,M
1,창원,성인,일반,33,관리자,참가증,20220203,M
3,KSPO광주,노인,일반,65,관리자,참가증,20220203,F
1,KSPO송파,성인,일반,64,관리자,2등급,20220203,M
1,미추홀,성인,일반,20,,참가증,20220203,M
1,KSPO송파,성인,일반,50,,참가증,20220203,F
4,양평,노인,일반,78,,2등급,20220203,M
1,KSPO대구,성인,일반,19,,참가증,20220203,M
1,중구(서울),노인,일반,75,,2등급,20220203,M
1,KSPO대구,성인,일반,22,,2등급,20220203,M
5,북구(광주),성인,일반,52,관리자,2등급,20220203,M
3,북구(광주),성인,일반,56,관리자,참가증,20220203,M
1,KSPO광주(출장),성인,출장,44,관리자,참가증,20220203,M
1,서구(대전),성인,일반,60,관리자,참가증,20220204,M
3,북구(광주),노인,일반,71,관리자,1등급,20220204,F
1,미추홀,성인,일반,54,,3등급,20220204,F
1,동구(인천),노인,일반,82,,1등급,20220204,M
1,동구(부산),성인,일반,35,,2등급,20220204,M
1,중구(서울),노인,일반,72,,참가증,20220204,M
1,동구(부산),노인,일반,73,,3등급,20220204,F
2,부천,노인,일반,65,관리자,1등급,20220204,M
5,신안,성인,일반,47,관리자,참가증,20220204,F
14,곡성,노인,일반,76,관리자,2등급,20220204,F
1,동작,성인,일반,48,관리자,2등급,20220204,F
4,신안,성인,일반,55,관리자,참가증,20220204,F
4,신안,성인,일반,30,관리자,참가증,20220204,F
2,서초,노인,일반,75,관리자,참가증,20220204,M
1,춘천,성인,일반,37,관리자,3등급,20220204,F
1,화성,성인,일반,61,관리자,2등급,20220204,M
1,오산,성인,일반,47,관리자,참가증,20220204,F
1,의정부,성인,일반,22,관리자,참가증,20220204,M
5,의정부,노인,일반,75,관리자,3등급,20220204,M
1,진천,노인,일반,70,관리자,1등급,20220204,M
2,포천,성인,일반,21,관리자,참가증,20220204,M
3,강동,성인,일반,61,관리자,1등급,20220204,M
4,화성,성인,일반,57,관리자,참가증,20220204,F
1,포항,청소년,일반,18,인바디,3등급,20220204,F
4,성동,성인,일반,33,관리자,3등급,20220204,M
1,의정부,성인,일반,33,관리자,참가증,20220204,M
1,오산,성인,일반,54,관리자,참가증,20220204,F
1,의정부,성인,일반,62,관리자,3등급,20220204,M
1,마포,성인,일반,62,관리자,참가증,20220204,M
1,KSPO광주,성인,일반,61,관리자,참가증,20220204,F
1,달서,성인,일반,53,인바디,참가증,20220204,M
3,창원마산회원,성인,일반,19,관리자,2등급,20220204,M
1,서구(대전),성인,일반,19,관리자,2등급,20220204,M
1,강동,성인,일반,51,관리자,2등급,20220204,F
1,KSPO광주,노인,일반,72,관리자,참가증,20220204,F
2,진천,노인,일반,68,관리자,2등급,20220204,F
6,성남,노인,일반,78,관리자,3등급,20220204,M
1,서구(대전),성인,일반,24,관리자,참가증,20220204,M
1,동작,성인,일반,55,관리자,2등급,20220204,M
1,충주,성인,일반,24,관리자,1등급,20220204,F
1,KSPO광주,노인,일반,65,관리자,2등급,20220204,F
4,광주,노인,일반,74,관리자,참가증,20220204,M
1,강동,노인,일반,78,관리자,참가증,20220204,M
1,동작,성인,일반,51,관리자,1등급,20220204,F
1,사상,성인,일반,20,관리자,참가증,20220204,M
1,원주,성인,일반,56,관리자,참가증,20220204,M
1,부천,성인,일반,30,관리자,참가증,20220204,M
1,원주,성인,일반,26,관리자,2등급,20220204,M
1,성남,성인,일반,49,관리자,참가증,20220204,F
5,북구(광주),노인,일반,76,관리자,2등급,20220204,M
1,부천,성인,일반,21,관리자,참가증,20220204,M
1,마포,노인,일반,66,관리자,참가증,20220204,M
1,북구(광주),성인,일반,63,관리자,참가증,20220204,M
1,KSPO광주(출장),성인,출장,49,관리자,참가증,20220204,M
2,KSPO대구,성인,일반,56,,1등급,20220204,F
2,KSPO대구,성인,일반,50,,2등급,20220204,M
1,미추홀,성인,일반,54,,참가증,20220204,F
1,KSPO대구,성인,일반,50,,참가증,20220204,M
16,KSPO송파,노인,일반,82,,1등급,20220204,M
1,중구(서울),노인,일반,79,,참가증,20220204,F
1,KSPO대구,성인,일반,43,,3등급,20220204,M
1,동구(부산),성인,일반,24,,참가증,20220204,M
3,KSPO대구,성인,일반,61,,2등급,20220204,M
1,KSPO대구,성인,일반,48,,참가증,20220204,F
1,KSPO송파,성인,일반,63,,참가증,20220204,F
3,시흥,노인,일반,78,관리자,3등급,20220204,M
1,광주,성인,일반,64,관리자,1등급,20220204,M
2,영암,성인,일반,58,관리자,2등급,20220204,M
2,강동,성인,일반,61,관리자,2등급,20220204,M
2,동작,노인,일반,67,관리자,2등급,20220204,M
1,KSPO아산,성인,일반,19,관리자,참가증,20220204,M
2,KSPO광주(출장),성인,출장,42,관리자,2등급,20220204,M
1,광주,성인,일반,21,관리자,2등급,20220204,M
2,강동,성인,일반,62,관리자,2등급,20220204,M
4,서초,노인,일반,71,관리자,3등급,20220204,F
1,중구(서울),성인,일반,60,,참가증,20220204,M
1,강북,성인,일반,53,,1등급,20220204,F
4,KSPO아산,노인,일반,78,,참가증,20220204,M
2,영주,성인,일반,60,,참가증,20220204,F
1,제주,성인,일반,22,관리자,참가증,20220204,M
10,안산,노인,일반,66,관리자,3등급,20220204,F
1,강동,성인,일반,61,관리자,참가증,20220204,M
2,오산,성인,일반,64,관리자,3등급,20220204,F
1,스포원(금정),성인,일반,26,인바디,2등급,20220204,F
1,천안,청소년,일반,15,관리자,3등급,20220204,M
1,사상,성인,일반,19,관리자,참가증,20220204,M
2,청주,노인,일반,65,관리자,1등급,20220204,M
1,의정부,성인,일반,19,관리자,참가증,20220204,M
1,창원마산회원,청소년,일반,18,관리자,3등급,20220204,F
2,서구(광주),성인,일반,34,관리자,3등급,20220204,M
1,화성,성인,일반,25,관리자,참가증,20220204,M
6,신안,성인,일반,44,관리자,참가증,20220204,M
6,신안,성인,일반,46,관리자,2등급,20220204,M
1,광주,성인,일반,27,관리자,3등급,20220204,M
1,강동,성인,일반,53,관리자,참가증,20220204,M
1,중구(서울),노인,일반,67,,참가증,20220204,F
1,양평,성인,일반,59,,3등급,20220204,M
1,KSPO대구,성인,일반,52,,참가증,20220204,F
2,KSPO송파,노인,일반,65,,2등급,20220204,M
1,미추홀,성인,일반,20,,3등급,20220204,M
1,미추홀,성인,일반,53,,2등급,20220204,F
2,영주,성인,일반,25,,3등급,20220204,M
2,영주,성인,일반,27,,1등급,20220204,M
1,KSPO대구,성인,일반,59,,참가증,20220204,F
1,동구(부산),성인,일반,29,,참가증,20220204,M
1,수원,성인,일반,21,,참가증,20220204,M
1,수원,노인,일반,65,,3등급,20220204,M
2,KSPO대구,성인,일반,52,,참가증,20220204,M
12,KSPO송파,성인,일반,29,,3등급,20220204,M
4,동구(부산),성인,일반,20,,2등급,20220204,F
3,KSPO광주(출장),성인,출장,52,관리자,1등급,20220204,M
3,동작,노인,일반,68,관리자,2등급,20220204,F
