CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
전북익산시이레스포츠야구단,전라북도,전라북도 익산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210913
제주특별자치도게이트볼협회,제주특별자치도,제주특별자치도,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200325
충남계룡시페리카나앤프렌즈,충청남도,충청남도 계룡시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210421
충북괴산군충북괴산군에쿠스,충청북도,충청북도 괴산군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210607
충북청주시맥플라이베이스볼,충청북도,충청북도 청주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211110
강원강릉시다크호스베이스볼팀,강원도,강원도 강릉시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210413
강원동해시강원동해시스나이퍼,강원도,강원도 동해시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210427
경기시흥시레전드스크린야구존,경기도,경기도 시흥시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211221
경기시흥시에스텍파마스나이퍼,경기도,경기도 시흥시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210521
경기안산시두산공작기계야구단,경기도,경기도 안산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210413
경남양산시양산병원즐토야구단,경상남도,경상남도 양산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210427
경남창원시마산유소년야구클럽,경상남도,경상남도 창원시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210512
경북의성군의성마늘목장야구단,경상북도,경상북도 의성군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210504
광주남구토이아울렛파이어리츠,광주광역시,광주광역시 남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210607
광주서구송원블루제이스야구단,광주광역시,광주광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210603
대전시대덕구야구소포트볼협회,대전광역시,대전광역시 대덕구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200720
대전유성구충남기공동문야구단,대전광역시,대전광역시 유성구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210531
세종세종자치시대전스콜피온스,세종특별자치시,,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210510
울산울주군울산레오파드야구단,울산광역시,울산광역시 울주군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210601
인천남동구남동농협두레야구단,인천광역시,인천광역시 남동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210511
제주제주시제주올레실버야구단,제주특별자치도,제주특별자치도 제주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211005
충남계룡시계룡그램퍼스야구단,충청남도,충청남도 계룡시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210421
충남천안시서북경찰서호크아이,충청남도,충청남도 천안시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210420
충북괴산군충북괴산군다디져스,충청북도,충청북도 괴산군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210607
경기부천시야르셀로나배트홀릭스,경기도,경기도 부천시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210413
경기안산시한양라이온스야구클럽,경기도,경기도 안산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210414
경기의정부시의정부롤링스야구단,경기도,경기도 의정부시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210430
구리시멀티스포츠센터동호회클럽,경기도,경기도 구리시,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200611
대전유성구충남대학교직장야구단,대전광역시,대전광역시 유성구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211127
서울강남구대한야구소프트볼협회,서울특별시,서울특별시 강남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210226
서울강남구서울강남구개포야구회,서울특별시,서울특별시 강남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,20210218
울산북구남성여객몬스터즈야구단,울산광역시,울산광역시 북구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210529
전남무안군전남무안군블루스카이,전라남도,전라남도 무안군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211014
제이에스타운퍼스널트레이닝센타,대구광역시,대구광역시 북구,보디빌딩,공공스포츠클럽,20세이상부,혼성,1,20210602
제주미스미스터패러글라이딩스쿨/클럽,제주특별자치도,제주특별자치도 제주시,패러글라이딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20191009
강원강릉시강릉소방서세이프야구단,강원도,강원도 강릉시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210616
경기부천시부천퓨쳐스베이스볼클럽,경기도,경기도 부천시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210512
인천미추홀구인천미추홀구베르나조이스,인천광역시,인천광역시 미추홀구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210510
0.1 희망나눔홍보배구단,충청북도,충청북도 충주시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200802
바놀 1 호,전라남도,전라남도 여수시,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20200727
경기오산시테스트1,경기도,경기도 오산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20211025
서울광진구와콤블래스트1,서울특별시,서울특별시 광진구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210601
울산중구중앙1클럽,울산광역시,울산광역시 중구,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191213
서귀포시신흥1동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,11,20200615
서귀포시하예1동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,20200615
영등포제1스포츠센터,서울특별시,서울특별시 영등포구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190412
서울강남구마곡10동,서울특별시,서울특별시 강남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,20210222
서울강남구마곡12동,서울특별시,서울특별시 강남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20210223
고잔14,경기도,경기도 안산시 단원구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,20211101
서울강남구마곡14동,서울특별시,서울특별시 강남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210226
1919,대구광역시,대구광역시 동구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210317
생활체육 서울하키클럽1992,서울특별시,서울특별시 동작구,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,20210526
테스트팀2,서울특별시,서울특별시 전체,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211129
이정재탁구클럽2,경기도,경기도 김포시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,3,20200812
